Is Active,First Name,Last Name,Team,Age,Position,PosVal,ID,GP,G,G/GP,A,A/GP,P,P/GP,+/-,PPP,PPP/GP,SHP,SOG,SOG/GP,H,H/GP,BLK,BLK/GP,SHF/GP,SH%,SAF,SAA,SAD,SADB,SADA,SADC,SADT,RSA%,USAF,USAA,USAD,USADB,USADA,USADC,USADT,RUSA%,SA%,ZS%,SH+SV%,ESSH%
0,William,Nylander,,21,C,1,8477939,103,28,0.2718,46,0.4466,74,0.7184,-2,29,0.2816,0,248,2.4077,30,0.2912,21,0.2038,21.7281,0.1129,1399,1253,146,128,7,3,11,0.0299,1044,967,77,62,23,-40,-8,0.031,0.5275,0.5707,0.9987,0.0673
1,Nikolaj,Ehlers,,21,L,1,8477940,154,40,0.2597,62,0.4025,102,0.6623,4,23,0.1494,0,371,2.409,72,0.4675,53,0.3441,21.922,0.1078,2022,1875,147,106,19,40,22,0.0242,1526,1401,125,49,55,51,21,0.0282,0.5189,0.5449,1.0062,0.093
1,Nick,Ritchie,,22,L,1,8477941,110,16,0.1454,16,0.1454,32,0.2909,2,2,0.0182,0,204,1.8545,340,3.0909,34,0.309,18.0272,0.0784,1246,1154,92,71,12,74,9,0.0156,927,863,64,47,19,32,-2,0.0066,0.5192,0.5647,0.995,0.0605
1,Dylan,Larkin,,21,C,1,8477946,160,40,0.25,37,0.2312,77,0.4812,-17,12,0.075,1,399,2.4937,132,0.825,47,0.2937,21.6875,0.1002,1887,1879,8,13,-30,4,25,0.0007,1417,1486,-69,-56,-13,-45,0,-0.0073,0.5011,0.5611,0.9963,0.0763
1,Jared,McCann,,21,C,1,8477955,98,10,0.102,15,0.153,25,0.2551,-7,4,0.0408,0,150,1.5306,73,0.7448,25,0.2551,17.5,0.0666,940,998,-58,33,-73,-13,-18,0.0074,694,760,-66,-11,-31,-14,-24,0.0047,0.485,0.5606,0.995,0.0685
1,David,Pastrnak,,21,R,1,8477956,172,59,0.343,64,0.372,123,0.7151,26,28,0.1628,0,463,2.6918,144,0.8372,58,0.3372,19.7267,0.1274,2454,2015,439,220,99,208,120,0.0388,1813,1532,281,135,89,97,57,0.0305,0.5491,0.5717,1.0129,0.0856
1,Viktor,Arvidsson,,24,L,1,8478042,142,39,0.2746,38,0.2676,77,0.5422,8,10,0.0704,7,394,2.7746,53,0.3732,85,0.5985,20.7042,0.0989,1932,1593,339,199,57,215,83,0.0417,1461,1197,264,121,68,174,75,0.0422,0.5481,0.5413,0.9922,0.0796
1,Frank,Vatrano,,23,C,1,8478366,83,18,0.2168,11,0.1325,29,0.3493,-6,5,0.0602,0,215,2.5903,112,1.3493,39,0.4698,17.7951,0.0837,906,781,125,61,-8,88,72,0.0089,695,581,114,48,12,66,54,0.0055,0.537,0.6532,0.9659,0.0586
1,Noah,Hanifin,,20,D,0,8478396,160,8,0.05,43,0.2687,51,0.3187,-33,18,0.1125,0,230,1.4375,124,0.775,151,0.9437,22.2125,0.0347,2224,2191,33,95,-48,-50,-14,-0.0121,1632,1689,-57,32,-36,-110,-53,-0.0179,0.5037,0.5813,0.9871,0.0744
1,Connor,McDavid,,20,C,1,8478402,127,46,0.3622,102,0.8031,148,1.1653,26,41,0.3228,2,356,2.8031,46,0.3622,39,0.307,23.8425,0.1292,1968,1771,197,144,-13,68,66,0.047,1485,1298,187,78,32,94,77,0.0521,0.5263,0.5353,1.017,0.1042
1,Jack,Eichel,,21,C,1,8478403,142,48,0.338,65,0.4577,113,0.7957,-29,45,0.3169,0,487,3.4295,69,0.4859,60,0.4225,22.1056,0.0985,1877,2120,-243,-98,-90,-159,-55,-0.0052,1430,1606,-176,-94,-28,-142,-54,-0.004,0.4696,0.523,0.9942,0.0725
1,Artemi,Panarin,,26,L,1,8478550,162,61,0.3765,90,0.5555,151,0.932,26,41,0.2531,0,398,2.4567,69,0.4259,28,0.1728,22.4506,0.1532,2386,2096,290,167,14,168,109,0.0391,1683,1581,102,56,14,56,32,0.0233,0.5324,0.7797,1.0161,0.0969
